"","Origin.City","Origin.State","Destination.City","Destination.State","Class","Age","Gender","Type.of.Travel","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Flyer.Status","Total.Frequent.Flyer.Accounts","Loyalty","Likelihood.to.Recommend","Shopping.at.Airport","Eating.and.Drinking.at.Airport","Partner.Code","Partner.Name","Flight.Cancelled","Month.of.Flight","Day.of.Flight","Scheduled.Time.of.Departure","Departure.Delay.In.Minutes","Arrival.Delay.in.Minutes","Flight.Duration.in.Minutes","Flight.Distance","Origin.Longitude","Origin.Latitude","Destination.Longitude","Destination.Latitude","Comments"
"5559","Seattle","Washington","Phoenix","Arizona","Eco",60,"Female","Personal Travel",1,2010,48,"Blue",0,-0.7778,8,20,90,"WN","Cheapseats Airlines Inc.","No",3,2,6,5,0,143,1107,-122.2747,47.4684,-111.97,33.4941,NA
"5560","Pittsburgh","Pennsylvania","Atlanta","Georgia","Eco",49,"Female","Business travel",0,2010,0,"Blue",0,1,9,0,0,"DL","Sigma Airlines Inc.","No",3,12,8,1,0,83,526,-79.951,40.457,-84.3319,33.8241,NA
"5561","Atlanta","Georgia","Memphis","Tennessee","Eco",38,"Male","Business travel",1,2005,39,"Blue",2,0.0127,10,0,180,"DL","Sigma Airlines Inc.","No",2,17,13,0,0,65,332,-84.3319,33.8241,-89.9179,35.0951,NA
"5562","Houston","Texas","El Paso","Texas","Eco",26,"Female","Business travel",2,2009,29,"Silver",0,-0.5263,8,0,90,"EV","FlyFast Airways Inc.","No",3,2,21,75,66,100,667,-95.3935,29.7843,-106.389,31.7802,NA
"5563","San Diego","California","Seattle","Washington","Eco",25,"Female","Business travel",2,2010,13,"Blue",0,-0.3,8,0,0,"AS","FlyToSun Airlines Inc.","No",2,24,7,0,0,143,1050,-117.1288,32.9287,-122.2747,47.4684,NA
"5564","Montgomery","Alabama","Atlanta","Georgia","Eco",17,"Male","Mileage tickets",1,2010,22,"Blue",2,-0.375,6,15,30,"EV","FlyFast Airways Inc.","No",3,9,17,0,0,30,147,-86.2975,32.4,-84.3319,33.8241,NA
"5565","Seattle","Washington","Washington","Virginia","Eco",48,"Male","Business travel",1,2011,50,"Blue",1,-0.8519,10,0,120,"AS","FlyToSun Airlines Inc.","No",1,8,8,0,0,265,2329,-122.2747,47.4684,-77.1897,38.8974,NA
"5566","Las Vegas","Nevada","El Paso","Texas","Eco",46,"Female","Business travel",1,2009,15,"Blue",0,-0.3636,9,0,70,"WN","Cheapseats Airlines Inc.","No",3,25,21,23,18,78,583,-115.1672,36.1349,-106.389,31.7802,NA
"5567","Washington","Virginia","New York","New York","Eco",20,"Male","Mileage tickets",1,2008,35,"Blue",0,-0.7073,8,0,75,"MQ","EnjoyFlying Air Services","No",3,8,17,25,13,44,213,-77.1897,38.8974,-73.9702,40.7184,NA
"5568","Indianapolis","Indiana","Miami","Florida","Eco",59,"Female","Business travel",1,2006,9,"Gold",0,-0.2,10,0,108,"MQ","EnjoyFlying Air Services","No",3,22,6,0,0,131,1020,-86.1455,39.8113,-80.2314,26.1756,NA
"5569","St. Louis","Missouri","Kansas City","Missouri","Eco Plus",50,"Female","Business travel",1,2004,28,"Blue",0,-0.8065,7,20,55,"WN","Cheapseats Airlines Inc.","No",3,31,7,0,0,45,237,-90.3409,38.6307,-94.5949,39.0398,NA
"5570","Houston","Texas","Las Vegas","Nevada","Eco",80,"Male","Personal Travel",1,2003,23,"Blue",0,-0.4839,4,20,50,"OU","Oursin Airlines Inc.","No",1,28,7,0,0,186,1222,-95.3935,29.7843,-115.1672,36.1349,NA
"5571","Spokane","Washington","Minneapolis","Minnesota","Eco",65,"Female","Business travel",2,2012,21,"Gold",0,-0.75,10,60,105,"DL","Sigma Airlines Inc.","No",3,13,6,0,0,130,1175,-117.3523,47.6804,-93.2798,44.9782,NA
"5572","Chicago","Illinois","Denver","Colorado","Business",27,"Female","Business travel",1,2006,9,"Silver",0,-0.8,9,0,55,"F9","GoingNorth Airlines Inc.","No",1,3,7,0,0,126,895,-87.8954,41.8271,-104.9551,39.7108,NA
"5573","Charlotte","North Carolina","Houston","Texas","Eco Plus",38,"Female","Business travel",1,2010,9,"Blue",0,-0.6364,9,0,65,"US","Southeast Airlines Co.","No",2,22,22,0,0,139,912,-80.8158,35.2497,-95.3935,29.7843,NA
"5574","Atlanta","Georgia","Washington","Virginia","Eco",45,"Female","Business travel",1,2003,24,"Blue",0,-0.92,7,0,60,"DL","Sigma Airlines Inc.","No",2,6,21,15,13,69,547,-84.3319,33.8241,-77.1897,38.8974,NA
"5575","Las Vegas","Nevada","Little Rock","Arkansas","Eco",49,"Male","Business travel",1,2007,2,"Blue",1,0,8,0,15,"WN","Cheapseats Airlines Inc.","No",1,23,13,35,11,135,1294,-115.1672,36.1349,-92.3212,34.7566,NA
"5576","Charlotte","North Carolina","Orlando","Florida","Eco",80,"Female","Personal Travel",1,2010,26,"Blue",0,-0.9259,4,60,55,"US","Southeast Airlines Co.","No",2,3,7,9,14,69,468,-80.8158,35.2497,-81.4112,28.5844,NA
"5577","Phoenix","Arizona","Baltimore","Maryland","Eco",38,"Female","Personal Travel",2,2012,4,"Blue",1,-0.1429,6,0,0,"US","Southeast Airlines Co.","No",1,20,9,1,0,219,1999,-111.97,33.4941,-76.6478,39.2341,NA
"5578","Indianapolis","Indiana","Tampa","Florida","Eco",16,"Female","Personal Travel",1,2011,16,"Blue",1,-0.7778,4,0,35,"WN","Cheapseats Airlines Inc.","No",3,21,14,23,15,110,837,-86.1455,39.8113,-82.5132,28.0062,NA
"5579","Spokane","Washington","Los Angeles","California","Business",62,"Female","Business travel",1,2011,0,"Platinum",0,1,1,0,0,"OO","Northwest Business Airlines Inc.","No",1,25,6,0,0,132,945,-117.3523,47.6804,-118.1043,33.9827,NA
"5580","Miami","Florida","New York","New York","Eco",38,"Female","Personal Travel",1,2012,20,"Silver",2,0.0476,10,0,95,"AA","Paul Smith Airlines Inc.","No",2,23,7,0,0,142,1096,-80.2314,26.1756,-73.9702,40.7184,NA
"5581","Chattanooga","Tennessee","Atlanta","Georgia","Business",42,"Female","Business travel",1,2005,11,"Blue",3,0.2414,10,2,100,"DL","Sigma Airlines Inc.","No",3,9,7,22,27,27,106,-85.2104,35.0585,-84.3319,33.8241,NA
"5582","Baltimore","Maryland","Phoenix","Arizona","Eco",38,"Male","Business travel",2,2003,10,"Blue",2,0.2593,1,0,180,"US","Southeast Airlines Co.","No",3,16,17,4,0,257,1999,-76.6478,39.2341,-111.97,33.4941,NA
"5583","Denver","Colorado","St. Louis","Missouri","Eco",42,"Female","Business travel",1,2011,25,"Blue",3,0.2958,8,0,0,"WN","Cheapseats Airlines Inc.","No",3,19,9,16,3,90,770,-104.9551,39.7108,-90.3409,38.6307,NA
"5584","Minneapolis","Minnesota","Las Vegas","Nevada","Eco",37,"Male","Business travel",1,2011,40,"Gold",0,-0.9048,10,90,75,"DL","Sigma Airlines Inc.","No",3,13,21,5,14,176,1299,-93.2798,44.9782,-115.1672,36.1349,NA
"5585","Houston","Texas","Fayetteville","Arkansas","Eco",34,"Male","Business travel",2,2005,38,"Blue",2,-0.6889,4,0,30,"EV","FlyFast Airways Inc.","No",2,23,13,91,77,61,438,-95.3935,29.7843,-94.1798,36.2674,NA
"5586","Orlando","Florida","Chicago","Illinois","Eco",22,"Female","Mileage tickets",2,2004,42,"Blue",0,-0.6154,6,0,5,"AA","Paul Smith Airlines Inc.","No",3,9,11,0,0,147,1005,-81.4112,28.5844,-87.8954,41.8271,NA
"5587","Detroit","Michigan","Birmingham","Alabama","Eco",36,"Male","Business travel",1,2011,4,"Blue",0,0,10,0,120,"EV","FlyFast Airways Inc.","No",3,31,8,21,9,87,625,-83.2276,42.49,-86.792,33.4691,NA
"5588","Denver","Colorado","Lubbock","Texas","Eco Plus",34,"Female","Business travel",2,2004,14,"Blue",2,0.2,8,5,35,"EV","FlyFast Airways Inc.","No",2,14,19,20,1,55,456,-104.9551,39.7108,-101.8932,33.5592,NA
"5589","Chicago","Illinois","New York","New York","Eco",62,"Female","Business travel",1,2005,11,"Silver",0,-0.2222,9,65,35,"AA","Paul Smith Airlines Inc.","No",1,12,13,4,0,91,733,-87.8954,41.8271,-73.9702,40.7184,NA
"5590","Denver","Colorado","Los Angeles","California","Eco",85,"Female","Personal Travel",2,2011,6,"Blue",0,0.25,4,0,90,"OU","Oursin Airlines Inc.","No",3,26,20,6,16,123,862,-104.9551,39.7108,-118.1043,33.9827,NA
"5591","Orlando","Florida","Boston","Massachusetts","Eco Plus",31,"Female","Personal Travel",1,2007,12,"Blue",1,0,8,5,95,"B6","OnlyJets Airlines Inc.","No",3,28,6,0,0,147,1121,-81.4112,28.5844,-71.1407,42.3731,NA
"5592","Tampa","Florida","Charlotte","North Carolina","Eco",17,"Male","Business travel",2,2010,11,"Blue",1,-0.0476,10,0,90,"US","Southeast Airlines Co.","No",1,20,13,0,0,77,507,-82.5132,28.0062,-80.8158,35.2497,NA
"5593","Albuquerque","New Mexico","Phoenix","Arizona","Eco",40,"Male","Business travel",1,2011,5,"Blue",3,0.5238,8,0,45,"WN","Cheapseats Airlines Inc.","No",2,23,16,12,4,55,328,-106.6281,35.1434,-111.97,33.4941,NA
"5594","Orlando","Florida","Washington","Virginia","Eco Plus",25,"Male","Business travel",1,2008,10,"Blue",0,-0.1765,10,0,120,"US","Southeast Airlines Co.","No",2,1,8,0,0,102,759,-81.4112,28.5844,-77.1897,38.8974,NA
"5595","Jacksonville","Florida","Atlanta","Georgia","Eco",40,"Female","Business travel",1,2006,9,"Blue",1,0.1429,8,0,80,"DL","Sigma Airlines Inc.","No",3,24,7,0,0,53,270,-81.6427,30.2401,-84.3319,33.8241,NA
"5596","Denver","Colorado","Williston","North Dakota","Eco",32,"Female","Business travel",1,2007,4,"Gold",0,0.2,3,0,30,"EV","FlyFast Airways Inc.","No",2,11,10,81,83,82,576,-104.9551,39.7108,-103.6327,48.1657,NA
"5597","Boston","Massachusetts","Detroit","Michigan","Eco",23,"Female","Business travel",1,2009,53,"Blue",0,-0.7377,8,15,0,"DL","Sigma Airlines Inc.","No",1,27,5,0,19,114,632,-71.1407,42.3731,-83.2276,42.49,NA
"5598","Cleveland","Ohio","Atlanta","Georgia","Eco",17,"Female","Mileage tickets",1,2009,11,"Blue",1,-0.6923,7,0,45,"DL","Sigma Airlines Inc.","No",3,17,11,0,7,100,554,-81.6054,41.4436,-84.3319,33.8241,NA
"5599","Charleston","South Carolina","Chicago","Illinois","Eco",51,"Female","Business travel",0,2004,19,"Blue",0,-0.3571,9,0,50,"WN","Cheapseats Airlines Inc.","No",3,16,16,12,0,107,745,-80.0155,32.9023,-87.8954,41.8271,NA
"5600","El Paso","Texas","Houston","Texas","Eco",18,"Male","Business travel",1,2011,7,"Blue",1,-0.0769,4,0,55,"EV","FlyFast Airways Inc.","No",1,25,9,113,103,92,667,-106.389,31.7802,-95.3935,29.7843,NA
"5601","New York","New York","Orlando","Florida","Eco",42,"Female","Business travel",1,2007,6,"Blue",2,0.6364,10,63,75,"B6","OnlyJets Airlines Inc.","No",2,22,13,0,5,147,944,-73.9702,40.7184,-81.4112,28.5844,NA
"5602","Knoxville","Tennessee","Chicago","Illinois","Eco",27,"Female","Business travel",0,2010,8,"Blue",4,0.4074,8,2,30,"EV","FlyFast Airways Inc.","No",2,23,16,0,10,87,475,-84.0244,35.9168,-87.8954,41.8271,NA
"5603","Los Angeles","California","Houston","Texas","Eco Plus",45,"Female","Business travel",2,2012,30,"Blue",0,-0.7647,9,0,45,"OU","Oursin Airlines Inc.","No",1,15,2,0,4,171,1379,-118.1043,33.9827,-95.3935,29.7843,NA
"5604","Dallas","Texas","Albuquerque","New Mexico","Eco",68,"Male","Personal Travel",1,2005,57,"Blue",0,-0.9322,4,0,100,"WN","Cheapseats Airlines Inc.","No",3,5,17,38,24,84,580,-96.972,32.8127,-106.6281,35.1434,NA
"5605","Chicago","Illinois","Madison","Wisconsin","Eco",44,"Male","Business travel",2,2003,7,"Gold",2,-0.1667,9,151,30,"MQ","EnjoyFlying Air Services","No",3,12,12,108,130,27,108,-87.8954,41.8271,-89.4299,43.0874,NA
"5606","Las Vegas","Nevada","Los Angeles","California","Eco",59,"Female","Business travel",1,2005,26,"Platinum",0,-0.8571,10,125,30,"OO","Northwest Business Airlines Inc.","No",2,13,16,0,0,43,236,-115.1672,36.1349,-118.1043,33.9827,NA
"5607","Spokane","Washington","Phoenix","Arizona","Eco Plus",68,"Male","Business travel",1,2012,16,"Blue",0,-0.6,9,20,35,"US","Southeast Airlines Co.","No",3,16,9,0,0,119,1020,-117.3523,47.6804,-111.97,33.4941,NA
"5608","Seattle","Washington","Los Angeles","California","Eco",30,"Female","Business travel",1,2006,22,"Blue",3,0.0222,9,39,70,"AS","FlyToSun Airlines Inc.","No",1,4,10,0,0,123,954,-122.2747,47.4684,-118.1043,33.9827,NA
"5609","New Orleans","Louisiana","Miami","Florida","Eco",37,"Male","Personal Travel",1,2011,20,"Silver",1,0.1304,9,0,60,"AA","Paul Smith Airlines Inc.","No",2,9,18,0,0,79,675,-90.1437,29.9547,-80.2314,26.1756,NA
"5610","Minneapolis","Minnesota","Cleveland","Ohio","Business",42,"Female","Business travel",1,2012,2,"Blue",3,0.6667,9,0,30,"OO","Northwest Business Airlines Inc.","No",1,5,14,36,41,90,622,-93.2798,44.9782,-81.6054,41.4436,NA
"5611","Boston","Massachusetts","Jacksonville","Florida","Eco",25,"Male","Personal Travel",1,2006,15,"Blue",2,-0.5,4,0,120,"B6","OnlyJets Airlines Inc.","No",3,5,7,0,22,177,1010,-71.1407,42.3731,-81.6427,30.2401,NA
"5612","Atlanta","Georgia","San Francisco","California","Business",35,"Male","Business travel",1,2005,22,"Silver",0,-0.5714,8,0,305,"DL","Sigma Airlines Inc.","No",1,12,20,1,0,279,2139,-84.3319,33.8241,-122.1585,37.6712,NA
"5613","Birmingham","Alabama","Baltimore","Maryland","Eco",54,"Male","Business travel",1,2011,14,"Gold",1,0.125,9,10,35,"WN","Cheapseats Airlines Inc.","No",2,14,17,129,117,83,682,-86.792,33.4691,-76.6478,39.2341,NA
"5614","Washington","Virginia","Orlando","Florida","Eco",23,"Male","Business travel",2,2007,8,"Blue",0,-0.1429,8,0,0,"US","Southeast Airlines Co.","No",3,31,17,0,0,110,759,-77.1897,38.8974,-81.4112,28.5844,NA
"5615","Los Angeles","California","Minneapolis","Minnesota","Business",70,"Female","Personal Travel",1,2006,36,"Platinum",0,-0.9459,4,0,70,"DL","Sigma Airlines Inc.","No",2,28,12,0,6,174,1535,-118.1043,33.9827,-93.2798,44.9782,NA
"5616","Washington","Virginia","Savannah","Georgia","Eco",25,"Female","Business travel",2,2004,15,"Blue",1,-0.25,9,105,125,"EV","FlyFast Airways Inc.","No",2,27,17,0,7,78,515,-77.1897,38.8974,-81.1517,32.0449,NA
"5617","Miami","Florida","New York","New York","Eco",62,"Female","Personal Travel",1,2011,17,"Gold",0,-0.36,8,50,105,"AA","Paul Smith Airlines Inc.","No",3,21,7,0,0,142,1089,-80.2314,26.1756,-73.9702,40.7184,NA
"5618","Boston","Massachusetts","Orlando","Florida","Eco",78,"Female","Business travel",1,2009,28,"Blue",0,-0.6471,6,0,30,"B6","OnlyJets Airlines Inc.","No",2,1,7,0,0,175,1121,-71.1407,42.3731,-81.4112,28.5844,NA
"5619","Atlanta","Georgia","Providence","Rhode Island","Eco",29,"Female","Business travel",1,2010,41,"Gold",0,-0.9524,8,70,105,"DL","Sigma Airlines Inc.","No",2,6,20,2,0,101,903,-84.3319,33.8241,-71.3974,41.7763,NA
"5620","Detroit","Michigan","New York","New York","Eco",37,"Female","Mileage tickets",1,2004,42,"Blue",2,-0.2537,7,0,30,"MQ","EnjoyFlying Air Services","No",1,12,19,0,0,77,502,-83.2276,42.49,-73.9702,40.7184,NA
"5621","Portland","Maine","Atlanta","Georgia","Eco",16,"Female","Personal Travel",4,2009,15,"Blue",4,-0.875,7,0,35,"DL","Sigma Airlines Inc.","No",1,25,7,0,0,160,1027,-70.3219,43.6637,-84.3319,33.8241,NA
"5622","Tulsa","Oklahoma","Phoenix","Arizona","Eco",17,"Male","Business travel",1,2010,32,"Blue",3,-0.8286,8,3,95,"WN","Cheapseats Airlines Inc.","No",1,8,15,48,34,133,935,-95.9013,36.1054,-111.97,33.4941,NA
"5623","Tampa","Florida","Denver","Colorado","Eco Plus",69,"Female","Personal Travel",1,2010,19,"Blue",0,-0.4615,7,0,135,"F9","GoingNorth Airlines Inc.","No",1,28,9,0,5,238,1506,-82.5132,28.0062,-104.9551,39.7108,NA
"5624","Los Angeles","California","San Francisco","California","Eco",38,"Female","Business travel",2,2011,8,"Silver",2,0.6098,10,30,90,"WN","Cheapseats Airlines Inc.","No",2,12,15,0,0,57,337,-118.1043,33.9827,-122.1585,37.6712,NA
"5625","Milwaukee","Wisconsin","Minneapolis","Minnesota","Eco Plus",62,"Female","Personal Travel",1,2003,10,"Blue",0,-0.3333,5,0,90,"DL","Sigma Airlines Inc.","No",2,6,9,0,0,50,297,-88.1005,43.0557,-93.2798,44.9782,NA
"5626","Chicago","Illinois","Cleveland","Ohio","Eco",46,"Male","Business travel",1,2009,21,"Blue",0,-0.4,4,0,15,"MQ","EnjoyFlying Air Services","No",3,8,7,0,13,47,315,-87.8954,41.8271,-81.6054,41.4436,NA
"5627","New York","New York","Houston","Texas","Business",52,"Male","Business travel",1,2006,15,"Blue",0,-0.6667,3,0,120,"OU","Oursin Airlines Inc.","No",3,20,18,125,86,190,1416,-73.9702,40.7184,-95.3935,29.7843,NA
"5628","Tucson","Arizona","Denver","Colorado","Eco",69,"Female","Business travel",2,2012,1,"Blue",0,0.3333,10,0,120,"OO","Northwest Business Airlines Inc.","No",3,30,9,7,0,88,639,-110.9461,32.2549,-104.9551,39.7108,NA
"5629","San Francisco","California","Bakersfield","California","Eco",36,"Male","Business travel",1,2007,15,"Gold",3,0.3617,10,7,50,"OO","Northwest Business Airlines Inc.","No",3,1,15,155,144,53,238,-122.1585,37.6712,-119.0306,35.3623,NA
"5630","New Orleans","Louisiana","Dallas","Texas","Eco Plus",75,"Female","Personal Travel",1,2009,34,"Blue",0,-0.7436,3,164,40,"WN","Cheapseats Airlines Inc.","Yes",2,12,6,15.2988083416087,15.6108232011162,115.183775164441,436,-90.1437,29.9547,-96.972,32.8127,NA
"5631","Phoenix","Arizona","Oklahoma City","Oklahoma","Eco",42,"Male","Business travel",1,2003,10,"Silver",0,-0.3333,6,95,10,"WN","Cheapseats Airlines Inc.","No",3,2,18,128,115,101,833,-111.97,33.4941,-97.5243,35.5048,NA
"5632","New York","New York","San Juan","Puerto Rico","Eco",70,"Male","Business travel",1,2006,22,"Platinum",0,-0.6923,10,0,110,"DL","Sigma Airlines Inc.","No",1,18,9,0,8,213,1598,-73.9702,40.7184,-66.1162,18.2882,NA
"5633","Lubbock","Texas","Las Vegas","Nevada","Eco",27,"Female","Business travel",2,2010,13,"Blue",1,0.1875,7,0,15,"WN","Cheapseats Airlines Inc.","No",1,7,14,2,3,120,775,-101.8932,33.5592,-115.1672,36.1349,NA
"5634","Detroit","Michigan","Philadelphia","Pennsylvania","Eco",17,"Female","Business travel",1,2005,18,"Blue",3,-0.5652,7,0,45,"DL","Sigma Airlines Inc.","No",1,26,9,28,44,61,453,-83.2276,42.49,-75.2984,39.9733,NA
"5635","Denver","Colorado","Chicago","Illinois","Eco",31,"Male","Business travel",2,2011,11,"Blue",2,0.2143,9,40,60,"OU","Oursin Airlines Inc.","No",1,16,15,0,8,122,888,-104.9551,39.7108,-87.8954,41.8271,NA
"5636","Atlanta","Georgia","Charlottesville","Virginia","Eco",50,"Male","Personal Travel",2,2003,10,"Blue",0,-0.25,6,0,50,"EV","FlyFast Airways Inc.","No",3,26,11,0,0,67,457,-84.3319,33.8241,-78.4838,38.0575,NA
"5637","Phoenix","Arizona","Detroit","Michigan","Eco",47,"Female","Personal Travel",2,2011,10,"Silver",0,-0.1765,7,5,150,"WN","Cheapseats Airlines Inc.","No",2,15,11,35,24,197,1671,-111.97,33.4941,-83.2276,42.49,NA
"5638","Chicago","Illinois","Little Rock","Arkansas","Eco",47,"Female","Mileage tickets",1,2008,15,"Blue",1,-0.25,6,0,15,"EV","FlyFast Airways Inc.","No",3,30,20,39,31,78,552,-87.8954,41.8271,-92.3212,34.7566,NA
"5639","Chicago","Illinois","Wichita","Kansas","Eco",18,"Male","Business travel",1,2007,32,"Blue",1,-0.8824,5,2,0,"EV","FlyFast Airways Inc.","No",1,28,8,52,45,91,588,-87.8954,41.8271,-97.3273,37.6797,NA
"5640","Atlanta","Georgia","Cleveland","Ohio","Eco",85,"Female","Personal Travel",2,2012,27,"Blue",1,-0.4595,4,0,30,"DL","Sigma Airlines Inc.","No",2,28,12,1,8,75,554,-84.3319,33.8241,-81.6054,41.4436,NA
"5641","Atlanta","Georgia","Montgomery","Alabama","Eco",61,"Female","Personal Travel",2,2011,33,"Blue",0,-0.6923,6,0,30,"EV","FlyFast Airways Inc.","No",2,6,9,14,2,29,147,-84.3319,33.8241,-86.2975,32.4,NA
"5642","Houston","Texas","Wichita","Kansas","Eco",63,"Female","Personal Travel",2,2009,39,"Blue",0,-0.6596,3,0,90,"EV","FlyFast Airways Inc.","No",3,17,10,0,0,86,542,-95.3935,29.7843,-97.3273,37.6797,NA
"5643","Tucson","Arizona","Las Vegas","Nevada","Eco",51,"Male","Business travel",1,2007,15,"Blue",2,-0.5789,6,3,10,"WN","Cheapseats Airlines Inc.","No",1,22,7,0,0,57,365,-110.9461,32.2549,-115.1672,36.1349,NA
"5644","Kahului","Hawaii","San Francisco","California","Eco",49,"Male","Business travel",1,2010,12,"Blue",2,-0.2632,10,0,50,"OU","Oursin Airlines Inc.","No",3,4,22,8,0,251,2338,-156.4779,20.8864,-122.1585,37.6712,NA
"5645","Chicago","Illinois","Washington","Virginia","Eco",76,"Male","Personal Travel",1,2005,48,"Blue",0,-0.7778,7,0,60,"AA","Paul Smith Airlines Inc.","No",2,6,10,0,0,83,612,-87.8954,41.8271,-77.1897,38.8974,NA
"5646","Charlotte","North Carolina","Phoenix","Arizona","Eco Plus",70,"Female","Personal Travel",2,2003,10,"Blue",0,-0.5385,5,0,120,"US","Southeast Airlines Co.","No",3,12,19,114,108,249,1773,-80.8158,35.2497,-111.97,33.4941,NA
"5647","Seattle","Washington","San Francisco","California","Eco Plus",45,"Female","Business travel",1,2011,6,"Blue",1,0.2941,8,20,0,"VX","Cool&Young Airlines Inc.","No",1,30,14,0,0,102,679,-122.2747,47.4684,-122.1585,37.6712,NA
"5648","Chicago","Illinois","Seattle","Washington","Business",63,"Male","Business travel",2,2010,26,"Blue",0,-0.7931,8,0,30,"AA","Paul Smith Airlines Inc.","No",1,2,8,29,31,246,1721,-87.8954,41.8271,-122.2747,47.4684,NA
"5649","New York","New York","New Orleans","Louisiana","Eco",37,"Female","Business travel",2,2003,26,"Blue",1,-0.9259,8,100,100,"B6","OnlyJets Airlines Inc.","No",1,25,14,171,183,166,1182,-73.9702,40.7184,-90.1437,29.9547,NA
"5650","Denver","Colorado","Idaho Falls","Idaho","Eco",61,"Female","Business travel",1,2003,29,"Gold",0,-0.871,9,60,165,"OO","Northwest Business Airlines Inc.","No",2,22,11,0,0,79,458,-104.9551,39.7108,-112.0008,43.4952,NA
"5651","Houston","Texas","Chicago","Illinois","Eco",44,"Male","Business travel",1,2003,38,"Blue",2,-0.3571,9,70,125,"WN","Cheapseats Airlines Inc.","No",3,22,19,7,0,117,937,-95.3935,29.7843,-87.8954,41.8271,NA
"5652","Minneapolis","Minnesota","Salt Lake City","Utah","Eco",70,"Female","Business travel",1,2009,46,"Blue",1,-0.7037,7,0,110,"DL","Sigma Airlines Inc.","No",3,10,7,0,0,155,991,-93.2798,44.9782,-111.9295,40.6408,NA
"5653","Atlanta","Georgia","Chicago","Illinois","Eco",80,"Female","Personal Travel",1,2006,31,"Silver",0,-0.6316,7,0,130,"DL","Sigma Airlines Inc.","No",2,11,11,69,57,93,606,-84.3319,33.8241,-87.8954,41.8271,NA
"5654","Atlanta","Georgia","Los Angeles","California","Eco",22,"Female","Business travel",1,2007,26,"Blue",1,-0.4857,8,0,0,"DL","Sigma Airlines Inc.","No",2,18,13,9,0,267,1947,-84.3319,33.8241,-118.1043,33.9827,NA
"5655","Austin","Texas","Atlanta","Georgia","Business",65,"Female","Business travel",1,2008,32,"Blue",0,-0.641,8,0,45,"DL","Sigma Airlines Inc.","No",2,6,8,0,0,95,813,-97.7615,30.3585,-84.3319,33.8241,NA
"5656","Orlando","Florida","Atlanta","Georgia","Eco",56,"Female","Personal Travel",1,2012,24,"Blue",0,-0.8462,4,0,50,"DL","Sigma Airlines Inc.","No",3,28,10,0,0,66,404,-81.4112,28.5844,-84.3319,33.8241,NA
"5657","Columbia","South Carolina","Chicago","Illinois","Eco",27,"Female","Business travel",2,2006,15,"Blue",1,-0.5,6,60,45,"EV","FlyFast Airways Inc.","No",2,24,7,5,9,118,667,-81.0772,34.0362,-87.8954,41.8271,NA
"5658","Phoenix","Arizona","San Diego","California","Business",73,"Male","Business travel",1,2012,27,"Blue",0,-0.7419,5,30,120,"WN","Cheapseats Airlines Inc.","No",1,28,21,0,0,48,304,-111.97,33.4941,-117.1288,32.9287,NA
